userId,movieId,rating,timestamp
369,1136,3.5,1237083059
140,7153,5.0,1075154234
481,986,3.0,895844838
315,909,5.0,939919421
215,63876,3.5,1260908943
215,1206,4.0,1260908807
581,4306,4.5,1447007408
428,661,3.0,1111525117
140,47044,3.0,1156530384
222,30707,3.0,1391351014
575,2501,3.0,926510262
164,1101,5.0,999708257
287,223,2.5,1110231023
187,37741,4.0,1161850351
381,6593,4.0,1168666018
502,3147,5.0,1111757817
382,122900,3.5,1515161909
292,49272,3.5,1323631791
585,64614,4.5,1307416497
323,1037,3.0,1422640644
529,1073,3.0,855583292
305,1197,4.5,1519551423
97,5420,3.0,1047481371
601,63082,4.0,1513712159
575,2598,4.0,926510311
241,99114,4.0,1447536290
111,130087,3.0,1517441246
266,1923,3.0,945669675
526,106100,4.5,1502132907
7,1240,5.0,1106712575
582,102125,4.5,1446794053
222,527,3.0,1391346845
305,91542,3.0,1460303366
351,3863,2.5,1325977875
140,4223,5.0,985367644
194,2599,3.0,1110316597
469,1204,4.0,965661836
371,4090,4.0,1407692220
187,431,4.5,1161849614
292,115617,4.0,1483193825
7,8870,3.5,1118025961
569,349,4.0,849190632
64,34162,3.0,1161520858
305,58301,4.5,1460137328
352,1619,5.0,1493673930
498,34,3.0,839197341
140,3508,4.0,1004111443
593,593,4.0,1181007635
57,3479,4.0,965798155
415,1201,5.0,1382470161
534,8640,4.5,1459795358
391,3000,4.0,1030827864
187,6365,2.0,1161863805
159,65230,5.0,1508641270
64,2542,3.5,1161528864
358,1721,5.0,1339546519
6,219,3.0,845556131
266,1208,5.0,944891672
292,86332,4.0,1323526231
109,252,3.0,841108346
534,2948,4.0,1465036790
457,3793,3.0,993610371
514,69122,4.0,1533872710
290,915,4.0,974942446
80,59369,5.0,1377308712
534,85179,4.5,1459789103
80,1527,4.0,1377308323
532,293,3.0,1025570482
140,4025,4.0,980422416
332,2294,3.5,1352672645
6,381,3.0,845553994
398,1198,4.5,1311207956
51,4437,5.0,1230931996
292,8984,3.5,1140269511
18,79592,3.0,1456924960
187,235,4.5,1161849733
140,7379,3.0,1115290672
222,165,3.0,1391353890
290,1357,4.0,974942902
428,5349,3.0,1111489223
514,1983,3.0,1533874678
331,293,4.0,1537157564
305,3421,5.0,1460221956
528,81834,1.5,1391736846
47,4878,0.5,1496211868
517,3448,3.5,1487953238
51,2,4.5,1230932741
581,81845,4.5,1447007148
57,2355,4.0,965796062
57,3045,4.0,965797484
7,32029,2.0,1118025946
514,4833,3.5,1536027723
394,316,2.0,838994211
305,103339,4.0,1460222301
292,3745,3.0,1015374622
18,370,3.0,1455748940
7,4643,1.0,1106635749
381,2080,3.0,1167542980
469,1394,5.0,965336863
526,46578,5.0,1502132988
381,8636,3.0,1167541750
290,909,5.0,974938617
287,1517,1.5,1110230992
529,719,2.0,855583470
454,4754,4.0,1279547262
265,2916,3.0,965314929
13,3996,5.0,987895902
18,27878,4.5,1526159893
64,1213,5.0,1161520853
64,4262,3.5,1161559735
151,3,3.0,855947242
376,1396,4.0,1364932574
6,41,4.0,845554962
517,3606,3.0,1487957567
111,8961,1.0,1516140859
391,1228,5.0,1031030133
391,1216,3.0,1030828037
381,4878,5.0,1200823906
503,1207,4.0,1335219072
532,707,4.0,1025523354
6,747,3.0,845555046
469,480,3.0,965333973
290,2762,4.0,974942694
514,2301,2.0,1534114012
111,6155,4.0,1516141181
57,1210,4.0,965798130
469,1267,5.0,965335241
391,70,1.0,1030944454
428,208,2.5,1111523337
428,4993,3.5,1111487952
430,2393,3.0,965600256
381,8366,4.5,1262899781
211,260,4.5,1350913284
77,2571,5.0,1535107478
398,3421,4.0,1311207261
305,56757,3.0,1460303363
469,1243,5.0,965425565
222,1206,4.0,1391350118
601,953,4.5,1521467828
382,7458,4.0,1515171306
77,8961,5.0,1535107541
266,2167,4.0,945670208
537,69481,3.5,1424144794
369,1225,2.5,1237083107
111,85367,5.0,1516153855
391,154,4.0,1032388476
187,6874,4.0,1161849149
256,53121,3.5,1446581064
469,39,2.0,965425327
420,2617,3.5,1218207873
7,8368,2.5,1106636592
18,40819,4.0,1455050836
517,2380,0.5,1487958246
469,1077,3.0,965335373
287,5618,4.5,1110230066
369,52973,4.0,1237082988
18,1527,3.5,1455050095
381,2115,3.5,1165975937
517,106696,1.0,1487955739
140,7445,3.5,1115290276
305,119141,3.5,1460222374
6,87,3.0,845555300
352,96079,4.0,1493674295
469,3421,3.0,965336980
305,1215,4.0,1535280644
428,180,4.0,1111487767
376,3089,5.0,1364933098
292,94959,2.0,1442181668
469,357,3.0,965425618
382,588,5.0,1515160916
401,4306,3.5,1514347054
18,110,4.5,1455050170
57,2288,3.0,969754244
111,172215,3.0,1516156387
352,1690,4.5,1493673658
146,2688,4.0,1312507779
305,85510,3.5,1460304610
6,181,3.0,845553938
111,55261,2.5,1516153607
222,64622,2.5,1391351297
532,2028,5.0,1025523643
111,3977,3.5,1516140878
428,253,4.5,1111489812
381,4890,3.5,1167543100
47,59725,3.5,1496205699
577,1580,3.0,945965825
369,1256,4.0,1236830438
6,569,4.0,845555342
187,1216,2.0,1161850335
417,92259,5.0,1530156615
265,3035,4.0,965316339
64,587,4.0,1161520501
77,54286,3.0,1535107575
164,1210,4.0,999708029
64,788,3.5,1161521628
18,5218,4.0,1455209763
57,1884,2.0,972175395
523,52722,4.5,1503126280
398,38304,5.0,1311207853
310,852,3.0,1078647905
111,6564,3.5,1516141271
517,1597,1.5,1487953938
187,2700,4.5,1161863956
292,33677,3.5,1293562769
420,1527,3.5,1218207462
211,1221,3.5,1350912932
310,3330,4.5,1078648511
369,4226,4.5,1237082006
305,114662,5.0,1460303909
417,593,4.0,1530384935
80,76251,4.0,1377308809
18,1206,4.5,1455050357
7,5459,3.0,1106712820
187,1196,4.0,1180734824
187,1214,4.0,1161849824
523,4973,5.0,1503125880
51,8623,3.5,1230930734
211,2542,4.5,1350913043
369,2231,3.0,1236830416
454,1341,4.5,1279478293
369,27904,5.0,1237081756
292,69122,3.5,1262376411
47,101525,3.5,1496208373
292,103341,3.5,1421974633
140,480,4.0,949667008
292,96079,4.0,1421974563
381,5669,3.5,1164876799
222,1201,3.5,1391350089
593,912,5.0,1181008487
290,2391,4.0,974942420
64,1641,4.0,1161521192
256,30707,4.0,1446580296
6,112,4.0,845553994
305,93840,5.0,1460303548
529,637,3.0,855583422
391,2021,4.0,1032647775
111,6754,3.0,1516141143
310,6711,5.0,1078648222
290,1208,5.0,974939475
428,589,2.5,1111489768
57,1032,4.0,965796031
342,785,3.0,1042822111
457,3072,4.0,993610599
111,184257,4.0,1518812074
111,4963,4.5,1516140855
18,33615,3.5,1455655026
223,2076,1.0,1226209223
18,116823,3.5,1456910057
381,2124,2.5,1167543455
77,6539,4.0,1535107525
80,40583,4.0,1377309137
290,2494,4.0,974943133
159,2858,4.0,1508640256
111,588,4.5,1516156189
47,2942,2.5,1496205903
517,88125,3.5,1487956891
503,1221,4.0,1335219023
18,180095,3.0,1534698700
498,648,5.0,839197392
7,5464,3.0,1106636612
601,91529,4.5,1521397831
305,356,4.5,1460135336
51,1748,4.0,1230932388
57,1711,3.0,965797640
222,2378,3.5,1391352625
376,912,4.0,1364994347
111,155509,4.5,1516156390
582,1196,4.0,1446792616
57,991,3.0,965799536
331,4306,3.0,1537157656
57,2174,3.0,969753562
381,5171,2.0,1167543545
534,784,3.5,1465036600
376,1375,3.5,1364932611
391,2708,4.0,1032647342
371,110127,5.0,1407692554
111,162478,4.5,1516154885
381,4321,3.5,1167542239
534,80166,3.5,1459787999
64,27801,3.5,1161531037
457,3273,2.0,993611032
57,89,2.0,972174827
563,47518,2.5,1446863305
517,3176,2.5,1487953742
292,318,5.0,990062572
140,6448,4.0,1058312818
64,266,5.0,1161528933
428,5669,4.5,1111488443
420,1132,4.0,1229802731
159,103141,3.0,1508640379
159,339,3.0,1508641191
430,4022,2.0,980441496
394,590,2.0,838994123
582,74458,4.0,1446792653
369,2011,3.0,1237082062
391,5349,3.0,1030826998
111,108156,3.5,1518640638
57,1610,4.0,965796793
469,1374,4.0,965334076
517,2067,3.0,1487957282
33,50,5.0,939646733
331,96610,3.5,1537158150
381,1207,3.0,1164383649
51,186,3.5,1230932673
582,96610,2.5,1446792752
266,1527,3.0,945670160
290,2529,4.0,974943133
517,49274,0.5,1488398516
266,1242,4.0,945670292
140,4921,4.0,1117729748
57,2690,3.0,969753522
332,2959,4.5,1352671701
381,3994,3.5,1167541731
331,34162,3.0,1537158043
266,2097,2.0,944980740
305,64969,4.5,1460136352
351,80463,4.5,1326028151
256,4992,4.5,1447001332
381,608,3.5,1176325533
517,8965,5.0,1487956704
332,6539,4.5,1352671647
64,2908,4.5,1161564460
424,628,5.0,1457843765
290,2394,4.0,975032355
305,94478,1.5,1460564004
332,85131,2.0,1352673425
33,1183,3.0,939647016
469,2058,3.0,965334150
6,7,4.0,845554264
194,2699,3.5,1110316685
287,6565,2.5,1110230621
498,153,3.0,839196963
33,1918,3.0,939716519
88,48394,5.0,1331421724
391,3006,2.0,1032388253
33,28,5.0,939654815
352,53322,4.0,1493674370
534,69526,2.0,1459788689
187,6934,2.0,1161863997
305,131013,3.5,1460366117
352,2712,5.0,1493673604
18,2012,3.0,1455748610
256,5459,3.5,1446580294
563,60397,3.5,1441846685
526,106916,4.0,1502133081
563,3882,3.0,1448749323
517,3988,3.0,1487955838
481,1407,2.0,884773369
415,2686,3.5,1382469652
222,7438,4.0,1391350241
371,6283,4.5,1407692888
265,1271,3.0,965317961
7,4223,2.0,1106635742
64,4321,3.5,1161559636
111,140715,4.5,1518640686
601,48516,5.0,1521467762
159,4447,2.5,1508641200
290,1231,4.0,975031636
109,527,3.0,841107643
428,2054,0.5,1111487500
6,100,3.0,845555151
424,1625,4.5,1457845231
265,2640,4.0,965315025
305,44665,3.5,1460303179
469,2613,2.0,965334332
305,58559,5.0,1460134085
111,159755,1.5,1516154500
382,2959,5.0,1515160618
305,357,5.0,1518197936
18,5944,2.5,1455231780
534,158,4.0,1465036614
428,173,3.0,1111489264
391,2702,1.0,1030825403
64,1088,4.0,1161559902
534,588,4.5,1459787997
428,2567,3.0,1111525335
111,101142,3.5,1516151905
382,4632,3.5,1515173574
111,149354,4.0,1516153930
80,6323,4.0,1377309132
528,593,4.0,1391735957
51,3219,4.0,1230930205
534,164367,5.0,1487277900
111,1907,3.5,1518640826
420,3354,3.0,1218039644
381,1240,2.5,1164877334
351,58559,3.5,1328642280
577,2916,3.0,945965771
80,6934,4.5,1377309127
305,91485,5.0,1460564299
51,520,4.5,1230929776
265,3701,4.0,965315212
430,3534,4.0,963889169
305,3267,5.0,1516132874
391,2490,3.0,1030825330
381,1307,3.5,1200824486
64,597,3.5,1161520504
305,7387,4.5,1490554821
346,247,4.0,1133799697
6,209,3.0,845556106
7,1208,4.0,1106635462
391,2716,4.0,1032389003
305,1584,4.5,1530817789
398,48516,4.0,1311208138
502,1625,0.5,1111757282
140,1017,4.0,1021899101
287,2797,3.0,1110229941
577,3066,4.0,945966190
7,260,5.0,1106635933
290,969,5.0,974938303
568,593,5.0,1253767280
534,2947,4.0,1465036794
222,784,2.5,1391374587
51,2279,1.5,1230930373
331,34048,4.0,1537158068
422,260,5.0,986173117
80,4995,4.5,1377308764
382,40339,3.5,1515174568
391,4993,5.0,1030824777
305,91529,5.0,1460135780
428,1240,2.5,1111524341
352,2762,4.0,1493673479
305,8373,2.5,1460303788
57,1370,2.0,972173722
64,4148,3.0,1161559956
140,2076,3.0,1024051433
563,92259,3.5,1439932328
80,48394,4.5,1377308755
64,153,2.5,1161520389
265,3591,3.0,965319040
57,305,3.0,972175617
88,79132,4.5,1331421494
332,7482,3.5,1352674125
351,344,3.5,1326106788
97,4299,4.0,1043382848
215,356,3.5,1260908599
111,2617,3.5,1516140777
577,1304,3.0,945967287
256,4643,3.5,1446580464
287,1682,3.5,1110231211
514,26198,2.5,1533945889
305,44195,5.0,1460135199
417,112552,4.0,1529284040
305,68791,4.0,1460136761
534,653,4.0,1465036594
187,49932,4.0,1180301635
305,105355,2.5,1460564044
222,79132,3.5,1391350196
140,1266,4.0,942842895
6,105,3.0,845553757
222,1278,4.0,1391349956
315,1262,4.0,939920661
140,41566,4.0,1145990626
532,1240,4.0,1025523716
346,7115,2.5,1125857583
211,2571,5.0,1350913139
391,2712,4.0,1030825131
111,110773,0.5,1516156099
187,2701,0.5,1161849168
266,541,5.0,944941046
352,7153,5.0,1493675360
140,733,3.0,942844165
517,3675,4.5,1487957505
401,588,3.0,1514346811
222,2329,3.5,1391350381
352,119145,4.0,1493674412
187,31410,5.0,1161849628
352,91529,4.0,1493932030
376,913,4.0,1364933827
57,2990,2.0,969754552
517,5464,3.0,1487958137
292,103339,3.0,1385677294
514,141994,0.5,1536381303
64,2115,3.0,1161521395
51,2054,3.0,1230929585
47,112556,2.0,1496205321
290,2313,4.0,974942395
279,54286,3.0,1506394571
381,2174,4.0,1200823814
292,1,4.0,1219625000
292,1276,2.5,1265680013
256,3300,4.0,1446580524
469,2526,3.0,965336003
534,111781,4.0,1459787996
51,1301,4.5,1230930497
342,2770,2.0,1042821919
6,276,4.0,845553907
351,4963,4.0,1328289069
517,88744,0.5,1487953475
305,103253,4.0,1460303746
287,5266,2.5,1110230643
577,480,5.0,945967458
532,1200,5.0,1025523686
211,56367,3.5,1350912710
51,2916,1.5,1230929500
266,3265,5.0,948587515
351,91974,3.5,1328296633
323,150,3.5,1422640367
266,3039,4.0,945669878
47,500,1.0,1496210197
359,2424,3.5,1192499119
420,6539,4.0,1218207173
18,3949,4.5,1455529881
601,1527,4.0,1521398196
381,594,2.0,1166972089
111,47518,3.5,1516151598
398,79132,3.0,1311208624
381,1080,4.0,1165975908
140,4042,4.0,1021899101
514,586,3.5,1533873619
422,1968,2.0,989715982
517,34,5.0,1487954303
465,527,5.0,959896479
6,575,3.0,845555070
332,1089,4.0,1352672930
352,30793,3.0,1493674165
331,31696,3.0,1537158257
332,8961,3.5,1352671656
287,62,2.0,1110231040
111,88125,4.0,1516153598
18,69951,3.5,1455749591
69,589,4.0,1021643884
111,5942,3.0,1516151924
223,6874,3.5,1226209766
305,106002,4.0,1460304042
401,6539,3.5,1510455689
534,2394,5.0,1459787996
517,82169,4.5,1487956708
88,3897,4.0,1331421768
532,1214,5.0,1025523686
57,5060,4.0,965795947
111,65585,3.5,1516152447
18,1,3.5,1455209816
290,1282,5.0,975031375
64,1569,2.5,1161559738
33,1249,5.0,939646820
292,3157,3.0,1016841809
391,2706,3.0,1030825002
401,551,3.5,1510450771
64,39,4.0,1161520967
352,47,5.0,1493931953
151,1409,4.0,855947773
585,2959,5.0,1307417775
305,6934,3.0,1460303007
57,474,3.0,969754942
222,1732,3.5,1391350152
342,2599,2.0,1042822039
64,7235,3.0,1161530260
593,4973,3.5,1181007827
310,4483,1.0,1078649140
57,2922,4.0,965798574
6,539,3.0,845553426
331,6537,2.5,1537158014
140,293,5.0,942843185
465,2571,4.0,959896015
64,4878,4.0,1161520780
57,497,3.0,965796990
469,3698,3.0,965335888
417,1213,3.5,1529284422
428,637,1.5,1111523573
346,3075,4.5,1125858109
352,1214,5.0,1493931915
577,1334,2.0,945967115
469,1556,1.0,965335115
346,1625,2.5,1094645736
381,6373,3.0,1168665928
514,1345,4.0,1533872782
64,46578,4.5,1161519953
415,1203,4.5,1382470207
187,2557,4.5,1161864141
526,112290,5.0,1502133483
64,4369,2.5,1161559578
64,480,4.0,1161520140
424,112515,4.5,1457843209
534,95441,1.5,1459787996
256,4343,4.0,1447001114
64,1466,4.0,1161559960
77,5816,5.0,1535107557
351,69122,3.5,1328289267
111,32598,3.0,1516152250
290,2988,4.0,974942273
332,2872,3.5,1352671008
18,1086,4.0,1473368992
382,357,4.5,1515161068
532,2571,5.0,1025523745
534,91500,2.5,1459787998
514,2571,4.0,1533949050
381,339,3.5,1165975391
305,92259,5.0,1460135329
223,5349,4.0,1226209834
47,49824,2.5,1496206304
51,383,3.0,1230930616
534,65685,4.0,1459793385
517,1246,2.0,1487953164
109,163,3.0,841108799
111,52973,3.5,1516141088
332,2395,3.5,1352672432
581,109487,4.5,1447007301
369,59126,4.0,1237082441
265,1580,3.0,965314867
514,3552,4.0,1533872607
581,68954,4.0,1447007152
352,97306,3.5,1493674968
292,101864,4.0,1421974468
514,6787,4.0,1534048162
514,5250,3.0,1534114371
18,4973,4.0,1455209683
534,5218,2.5,1459792583
6,780,5.0,845556915
140,39292,3.5,1166645512
265,2094,3.0,965315177
305,4878,5.0,1460135844
97,1961,2.0,1043381823
222,2324,3.5,1391350500
111,93326,3.5,1516152324
51,5620,3.5,1230929978
332,50,4.0,1352671786
222,74458,3.5,1391349958
7,8907,1.0,1110757877
305,60072,3.0,1460136726
111,35836,3.5,1516140956
290,3089,5.0,974938065
64,4886,4.0,1161520043
47,3949,1.0,1496205424
18,85414,3.5,1478641446
279,318,4.5,1506394183
265,318,4.0,965316060
563,70183,3.5,1446856624
422,4971,3.0,1007497925
118,1104,4.0,944924487
517,8228,1.5,1487958181
428,4878,4.5,1111487805
111,2145,3.0,1517441355
534,118696,3.0,1459787995
331,97921,5.0,1537158216
305,58299,4.0,1460304634
382,166528,4.5,1515161559
215,223,3.5,1260909311
331,7438,3.0,1537157743
469,440,3.0,965425714
529,653,4.0,855583362
534,6333,4.0,1459787998
391,5537,5.0,1030825479
64,3301,3.0,1161565752
382,100737,3.5,1515171167
469,2455,3.0,965335463
18,53125,3.5,1455231338
51,2942,2.0,1230930252
532,858,5.0,1025523642
517,53125,2.5,1487957688
222,49651,2.0,1391354210
517,377,3.0,1487957629
563,1367,3.0,1440800312
13,3409,2.0,987895720
305,1676,3.5,1518198046
371,2641,3.5,1407691722
332,4979,3.5,1352674022
57,942,4.0,965796495
523,5989,5.0,1503127464
146,765,3.0,1312507825
420,56251,4.0,1218041723
398,5618,5.0,1311207857
381,1028,4.5,1164876962
292,101142,3.0,1385677332
241,71899,4.5,1447536994
57,1094,3.0,965796593
140,8970,3.5,1117729426
64,3100,3.5,1161620653
7,45499,4.0,1157949636
187,2288,4.0,1161849930
523,293,5.0,1503125936
6,489,3.0,845554505
111,128097,4.0,1516156131
256,104841,4.0,1446580794
33,448,4.0,939715485
332,59784,4.0,1352674088
401,84944,3.5,1514347935
140,2682,4.0,977403325
428,7439,4.0,1111624523
69,4848,4.0,1021645019
47,2797,2.0,1496209861
80,3534,3.5,1377307778
111,1580,3.0,1516140709
352,51086,4.0,1493674902
323,112183,4.5,1422640803
57,224,4.0,965797175
517,1101,0.5,1487957523
503,93840,4.0,1335219923
517,1918,3.0,1487953807
18,166635,4.0,1502218032
64,1240,3.5,1161520175
331,3911,5.0,1537158005
514,4246,4.0,1533872665
342,2861,3.0,1042822068
292,2000,4.5,1140269605
582,59315,4.5,1463474268
64,2539,3.0,1161559712
534,77866,4.0,1459787995
534,4370,4.0,1459795326
534,60074,3.0,1459787997
80,8810,4.0,1377391242
331,1136,4.5,1537235348
534,32587,4.5,1459787998
111,58559,4.0,1516140842
469,3152,5.0,965846279
382,47952,3.0,1515249750
346,5147,4.5,1125857419
18,106839,4.0,1478631983
305,92420,4.0,1519891298
265,2364,2.0,965315328
382,2990,4.0,1515249560
469,2581,3.0,965425798
97,858,5.0,1043382068
424,223,3.5,1457844055
159,480,3.0,1508640163
382,339,3.5,1515171007
517,4545,0.5,1487954452
514,2791,4.0,1533872446
51,2302,5.0,1230929558
332,85056,3.0,1352673831
514,161,4.0,1533948998
111,103372,3.5,1516152122
140,6617,4.0,1067986856
310,216,2.0,1078649290
51,8874,5.0,1230929328
7,5378,0.5,1106635735
222,50,3.0,1391346849
469,3174,3.0,965333531
111,65,3.5,1518640926
457,1356,3.0,993610777
514,1975,2.0,1533874700
457,2712,3.0,993610906
517,59784,0.5,1487956808
111,173255,2.5,1517440897
305,96079,3.5,1460303280
424,54503,4.0,1457844035
140,2707,3.0,1005326516
391,587,3.0,1030944309
140,4958,3.0,1008263469
428,4850,3.5,1111488731
64,4720,3.5,1161528797
420,3534,3.0,1218036317
7,32031,1.5,1122940686
503,79132,3.5,1335219054
514,81932,4.0,1533948740
352,30707,4.0,1493932060
469,1262,5.0,965661983
57,2000,5.0,965798085
424,500,2.5,1457844331
290,3217,4.0,974942446
428,2571,4.0,1111487912
469,2966,4.0,965333510
369,1466,3.5,1237082089
159,186,3.0,1508640386
469,474,3.0,965333899
514,52435,5.0,1535943947
376,5445,5.0,1364994389
348,1772,4.5,1378850037
51,5459,3.5,1230929364
391,2641,2.0,1032647762
351,72998,2.5,1328290595
514,6979,5.0,1533953731
305,94864,2.5,1463503217
18,73499,3.5,1457445100
140,5066,3.0,1166645499
332,1237,4.0,1352674423
391,3702,4.0,1030827179
290,188,3.0,974943091
6,240,3.0,845555571
315,1207,5.0,939919421
369,2916,3.0,1237081552
287,29,4.5,1110231627
517,96079,1.0,1488397978
381,587,4.0,1165975429
64,783,2.5,1161559862
428,8810,4.0,1111488417
422,3943,3.0,993688449
265,2407,4.0,965315073
469,3006,3.0,965846308
111,121372,4.5,1517440334
279,59315,2.5,1506394597
51,5171,3.5,1230930003
215,1172,5.0,1260908795
305,919,5.0,1460135811
534,8807,4.0,1459794856
287,527,4.0,1110231030
292,3173,1.0,1017364729
582,97913,3.0,1446794082
376,590,3.5,1364958528
18,64839,3.5,1455749206
57,2616,2.0,969754707
111,104,3.5,1518640683
292,81845,4.0,1323631499
534,61289,4.5,1459787998
47,8966,4.0,1496206531
305,134853,2.0,1460134155
187,145,1.0,1161849123
534,3300,4.5,1459787995
292,590,3.0,1265680359
352,5952,5.0,1493675358
469,923,5.0,965661809
534,67923,4.0,1459787997
140,2716,4.0,1085569775
469,2664,3.0,965846077
140,2618,3.5,1075154403
381,69951,3.5,1263398689
514,26375,4.0,1536380399
6,842,3.0,845555675
256,5618,0.5,1446580245
140,163,3.0,967048969
376,8961,3.5,1364994610
287,1644,0.5,1110230156
415,4027,4.0,1382470335
601,109487,5.0,1441639184
534,111113,3.5,1459787997
279,122886,3.5,1506394378
265,953,5.0,965316060
187,47,4.0,1161850486
6,540,3.0,845554099
33,39,5.0,939654896
323,253,4.0,1422640246
593,33493,3.0,1181007556
64,4865,4.0,1161565942
140,500,4.0,1030559180
376,1210,4.5,1364933342
256,6593,3.5,1447001374
292,2683,3.0,1016841591
391,4334,5.0,1032389973
577,1127,3.0,945967219
563,616,4.0,1441846371
514,58559,3.0,1533871489
140,6385,3.5,1087314631
111,169912,2.5,1516156268
352,51540,4.5,1493674376
465,2527,4.0,959896237
57,1223,4.0,965796255
151,1390,3.0,855947773
391,3683,5.0,1032736480
57,1441,2.0,972174939
