id	movieId
565	685
566	688
567	691
568	692
569	694
570	695
571	697
572	698
573	700
574	703
575	704
576	706
577	707
578	708
579	709
580	710
581	711
582	714
583	715
584	718
585	719
586	720
587	722
588	724
589	725
590	726
591	728
592	731
593	733
594	735
595	736
596	737
597	741
598	742
599	743
600	745
601	747
602	748
603	750
604	757
605	759
606	760
607	761
608	762
609	764
610	765
611	766
612	773
613	775
614	778
615	779
616	780
617	781
618	782
619	783
620	784
621	785
622	786
623	788
624	790
625	791
626	795
627	798
628	799
629	800
630	801
631	802
632	803
633	804
634	805
635	806
636	808
637	809
638	810
639	813
640	818
641	823
642	824
643	828
644	829
645	830
646	832
647	833
648	835
649	836
650	837
651	838
652	839
653	840
654	841
655	842
656	848
657	849
658	851
659	852
660	858
661	861
662	866
663	867
664	869
665	870
666	875
667	876
668	879
669	880
670	881
671	882
672	885
673	886
674	888
675	889
676	891
677	892
678	893
679	896
680	897
681	898
682	899
683	900
684	901
685	902
686	903
687	904
688	905
689	906
690	907
691	908
692	909
693	910
694	911
695	912
696	913
697	914
698	915
699	916
700	917
701	918
702	919
703	920
704	921
705	922
706	923
707	924
708	926
709	927
710	928
711	929
712	930
713	931
714	932
715	933
716	934
717	935
718	936
719	937
720	938
721	940
722	941
723	942
724	943
725	944
726	945
727	946
728	947
729	948
730	949
731	950
732	951
733	952
734	953
735	954
736	955
737	956
738	959
739	961
740	963
741	965
742	968
743	969
744	970
745	971
746	973
747	976
748	979
749	981
750	982
751	984
752	986
753	987
754	988
755	990
756	991
757	993
758	994
759	996
760	998
761	999
762	1003
763	1004
764	1005
765	1006
766	1007
767	1008
768	1009
769	1010
770	1011
771	1012
772	1013
773	1014
774	1015
775	1016
776	1017
777	1018
778	1019
779	1020
780	1021
781	1022
782	1023
783	1024
784	1025
785	1027
786	1028
787	1029
788	1030
789	1031
790	1032
791	1033
792	1034
793	1035
794	1036
795	1037
796	1040
797	1041
798	1042
799	1043
800	1046
801	1047
802	1049
803	1050
804	1051
805	1053
806	1054
807	1055
808	1056
809	1057
810	1059
811	1060
812	1061
813	1064
814	1066
815	1068
816	1073
817	1077
818	1078
819	1079
820	1080
821	1081
822	1082
823	1083
824	1084
825	1085
826	1086
827	1088
828	1089
829	1090
830	1091
831	1092
832	1093
833	1094
834	1095
835	1096
836	1097
837	1099
838	1100
839	1101
840	1103
841	1104
842	1105
843	1107
844	1111
845	1112
846	1114
847	1116
848	1117
849	1119
850	1120
851	1121
852	1123
853	1124
854	1125
855	1126
856	1127
857	1128
858	1129
859	1130
860	1131
861	1132
862	1135
863	1136
864	1137
865	1140
866	1144
867	1147
868	1148
869	1150
870	1151
871	1156
872	1161
873	1162
874	1163
875	1167
876	1170
877	1171
878	1172
879	1173
880	1175
881	1176
882	1177
883	1178
884	1179
885	1180
886	1183
887	1184
888	1185
889	1186
890	1187
891	1188
892	1189
893	1190
894	1191
895	1192
896	1193
897	1194
898	1196
899	1197
900	1198
901	1199
902	1200
903	1201
904	1202
905	1203
906	1204
907	1206
908	1207
909	1208
910	1209
911	1210
912	1211
913	1212
914	1213
915	1214
916	1215
917	1216
918	1217
919	1218
920	1219
921	1220
922	1221
923	1222
924	1223
925	1224
926	1225
927	1226
928	1227
929	1228
930	1230
931	1231
932	1232
933	1233
934	1234
935	1235
936	1236
937	1237
938	1238
939	1240
940	1241
941	1242
942	1243
943	1244
944	1245
945	1246
946	1247
947	1248
948	1249
949	1250
950	1251
951	1252
952	1253
953	1254
954	1255
955	1256
956	1257
957	1258
958	1259
959	1260
960	1261
961	1262
962	1263
963	1264
964	1265
965	1266
966	1267
967	1268
968	1269
969	1270
970	1271
971	1272
972	1273
973	1274
974	1275
975	1276
976	1277
977	1278
978	1279
979	1280
980	1281
981	1282
982	1283
983	1284
984	1285
985	1286
986	1287
987	1288
988	1289
989	1290
990	1291
991	1292
992	1293
993	1295
994	1296
995	1297
996	1298
997	1299
998	1300
999	1301
1000	1302
1001	1303
1002	1304
1003	1305
1004	1306
1005	1307
1006	1310
1007	1312
1008	1318
1009	1320
1010	1321
1011	1322
1012	1323
1013	1324
1014	1325
1015	1326
1016	1327
1017	1328
1018	1329
1019	1330
1020	1331
1021	1332
1022	1333
1023	1334
1024	1335
1025	1336
1026	1337
1027	1339
1028	1340
1029	1341
1030	1342
1031	1343
1032	1344
1033	1345
1034	1346
1035	1347
1036	1348
1037	1349
1038	1350
1039	1351
1040	1352
1041	1353
1042	1354
1043	1355
1044	1356
1045	1357
1046	1358
1047	1359
1048	1361
1049	1363
1050	1365
1051	1366
1052	1367
1053	1370
1054	1371
1055	1372
1056	1373
1057	1374
1058	1375
1059	1376
1060	1377
1061	1378
1062	1379
1063	1380
1064	1381
1065	1382
1066	1385
1067	1387
1068	1388
1069	1389
1070	1390
1071	1391
1072	1392
1073	1393
1074	1394
1075	1395
1076	1396
1077	1397
1078	1398
1079	1399
1080	1401
1081	1405
1082	1406
1083	1407
1084	1408
1085	1409
1086	1411
1087	1412
1088	1413
1089	1414
1090	1415
1091	1416
1092	1417
1093	1419
1094	1422
1095	1423
1096	1425
1097	1426
1098	1427
1099	1428
1100	1429
1101	1430
1102	1431
1103	1432
1104	1437
1105	1438
1106	1439
1107	1440
1108	1441
1109	1442
1110	1445
1111	1446
1112	1447
1113	1449
1114	1453
1115	1454
1116	1456
1117	1457
1118	1458
1119	1459
1120	1460
1121	1461
1122	1464
1123	1465
1124	1466
1125	1468
1126	1473
1127	1474
1128	1475
1129	1476
1130	1477
1131	1479
1132	1480
1133	1483
1134	1484
1135	1485
1136	1487
1137	1488
1138	1489
1139	1490
1140	1493
1141	1495
1142	1496
1143	1497
1144	1498
1145	1499
1146	1500
1147	1502
1148	1503
1149	1507
1150	1513
1151	1514
1152	1515
1153	1516
1154	1517
1155	1518
1156	1519
1157	1526
1158	1527
1159	1529
1160	1533
1161	1537
1162	1541
1163	1542
1164	1544
1165	1545
1166	1546
1167	1547
1168	1549
1169	1550
1170	1551
1171	1552
1172	1554
1173	1556
1174	1562
1175	1564
1176	1565
1177	1566
1178	1569
1179	1571
1180	1572
1181	1573
1182	1574
1183	1580
1184	1581
1185	1582
1186	1583
1187	1584
1188	1585
1189	1586
1190	1587
1191	1588
1192	1589
1193	1590
1194	1591
1195	1592
1196	1593
1197	1594
1198	1596
1199	1597
1200	1598
1201	1599
1202	1600
1203	1601
1204	1602
1205	1603
1206	1604
1207	1605
1208	1606
1209	1608
1210	1609
1211	1610
1212	1611
1213	1612
1214	1613
1215	1614
1216	1615
1217	1616
1218	1617
1219	1619
1220	1620
1221	1621
1222	1623
1223	1624
1224	1625
1225	1626
1226	1627
1227	1629
1228	1631
1229	1633
1230	1635
1231	1639
1232	1641
1233	1642
1234	1643
1235	1644
1236	1645
1237	1646
1238	1647
1239	1648
1240	1649
1241	1650
1242	1652
1243	1653
1244	1654
1245	1655
1246	1656
1247	1658
1248	1659
1249	1660
1250	1661
1251	1662
1252	1663
1253	1665
1254	1667
1255	1670
1256	1671
1257	1672
1258	1673
1259	1674
1260	1675
1261	1676
1262	1677
1263	1678
1264	1679
1265	1680
1266	1681
1267	1682
1268	1683
1269	1684
1270	1685
1271	1686
1272	1687
1273	1688
1274	1689
1275	1690
1276	1693
1277	1694
1278	1695
1279	1696
1280	1699
1281	1701
1282	1702
1283	1703
1284	1704
1285	1707
1286	1711
1287	1713
1288	1717
1289	1718
1290	1719
1291	1721
1292	1722
1293	1726
1294	1727
1295	1729
1296	1730
1297	1731
1298	1732
1299	1733
1300	1734
1301	1735
1302	1739
1303	1746
1304	1747
1305	1748
1306	1752
1307	1753
1308	1754
1309	1755
1310	1757
1311	1759
1312	1760
1313	1762
1314	1767
1315	1769
1316	1770
1317	1771
1318	1772
1319	1777
1320	1779
1321	1783
1322	1784
1323	1785
1324	1791
1325	1792
1326	1793
1327	1794
1328	1797
1329	1798
1330	1799
1331	1801
1332	1804
1333	1805
1334	1806
1335	1807
1336	1809
1337	1810
1338	1812
1339	1816
1340	1821
1341	1824
1342	1825
1343	1826
1344	1827
1345	1829
1346	1831
1347	1833
1348	1834
1349	1835
1350	1836
1351	1837
1352	1839
1353	1840
1354	1841
1355	1844
1356	1845
1357	1848
1358	1855
1359	1856
1360	1857
1361	1858
1362	1859
1363	1860
1364	1862
1365	1863
1366	1866
1367	1867
1368	1870
1369	1873
1370	1875
1371	1876
1372	1881
1373	1882
1374	1883
1375	1884
1376	1885
1377	1887
1378	1888
1379	1889
1380	1891
1381	1892
1382	1893
1383	1894
1384	1895
1385	1897
1386	1900
1387	1902
1388	1904
1389	1906
1390	1907
1391	1909
1392	1910
1393	1911
1394	1912
1395	1913
1396	1914
1397	1916
1398	1917
1399	1918
1400	1919
1401	1920
1402	1921
1403	1922
1404	1923
1405	1924
1406	1926
1407	1927
1408	1928
1409	1929
1410	1931
1411	1932
1412	1933
1413	1934
1414	1936
1415	1937
1416	1938
1417	1939
1418	1940
1419	1941
1420	1942
1421	1944
1422	1945
1423	1946
1424	1947
1425	1948
1426	1949
1427	1950
1428	1951
1429	1952
1430	1953
1431	1954
1432	1955
1433	1956
1434	1957
1435	1958
1436	1959
1437	1960
1438	1961
1439	1962
1440	1963
1441	1964
1442	1965
1443	1966
1444	1967
1445	1968
1446	1969
1447	1970
1448	1971
1449	1972
1450	1973
1451	1974
1452	1975
1453	1976
1454	1977
1455	1978
1456	1979
1457	1980
1458	1981
1459	1982
1460	1983
1461	1984
1462	1985
1463	1986
1464	1987
1465	1990
1466	1991
1467	1992
1468	1993
1469	1994
1470	1995
1471	1996
1472	1997
1473	1998
1474	1999
1475	2000
1476	2001
1477	2002
1478	2003
1479	2004
1480	2005
1481	2006
1482	2007
1483	2008
1484	2009
1485	2010
1486	2011
1487	2012
1488	2013
1489	2014
1490	2015
1491	2016
1492	2017
1493	2018
1494	2019
1495	2020
1496	2021
1497	2022
1498	2023
1499	2024
1500	2025
1501	2026
1502	2027
1503	2028
1504	2032
1505	2033
1506	2034
1507	2035
1508	2036
1509	2037
1510	2038
1511	2040
1512	2041
1513	2042
1514	2043
1515	2044
1516	2046
1517	2048
1518	2050
1519	2051
1520	2052
1521	2053
1522	2054
1523	2055
1524	2056
1525	2057
1526	2058
1527	2059
1528	2060
1529	2064
1530	2065
1531	2066
1532	2067
1533	2068
1534	2069
1535	2070
1536	2071
1537	2072
1538	2073
1539	2074
1540	2075
1541	2076
1542	2077
1543	2078
1544	2080
1545	2081
1546	2082
1547	2083
1548	2084
1549	2085
1550	2087
1551	2088
1552	2089
1553	2090
1554	2091
1555	2092
1556	2093
1557	2094
1558	2095
1559	2096
1560	2097
1561	2098
1562	2099
1563	2100
1564	2102
1565	2103
1566	2104
1567	2105
1568	2106
1569	2107
1570	2108
1571	2109
1572	2110
1573	2111
1574	2112
1575	2114
1576	2115
1577	2116
1578	2117
1579	2118
1580	2119
1581	2120
1582	2121
1583	2122
1584	2123
1585	2124
1586	2125
1587	2126
1588	2130
1589	2131
1590	2132
1591	2133
1592	2134
1593	2135
1594	2136
1595	2137
1596	2138
1597	2139
1598	2140
1599	2141
1600	2142
1601	2143
1602	2144
1603	2145
1604	2146
1605	2147
1606	2148
1607	2149
1608	2150
1609	2151
1610	2152
1611	2153
1612	2154
1613	2155
1614	2156
1615	2159
1616	2160
1617	2161
1618	2162
1619	2163
1620	2164
1621	2165
1622	2166
1623	2167
1624	2169
1625	2170
1626	2171
1627	2172
1628	2174
1629	2175
1630	2176
1631	2177
1632	2178
1633	2179
1634	2180
1635	2181
1636	2182
1637	2183
1638	2184
1639	2185
1640	2186
1641	2187
1642	2188
1643	2190
1644	2193
1645	2194
1646	2195
1647	2196
1648	2201
1649	2202
1650	2203
1651	2204
1652	2205
1653	2206
1654	2207
1655	2208
1656	2210
1657	2211
1658	2212
1659	2226
1660	2227
1661	2231
1662	2232
1663	2236
1664	2239
1665	2240
1666	2241
1667	2243
1668	2244
1669	2245
1670	2247
1671	2248
1672	2249
1673	2252
1674	2253
1675	2255
1676	2256
1677	2257
1678	2259
1679	2260
1680	2261
1681	2262
1682	2263
1683	2264
1684	2265
1685	2266
1686	2267
1687	2268
1688	2269
1689	2271
1690	2272
1691	2273
1692	2275
1693	2278
1694	2279
1695	2280
1696	2281
1697	2282
1698	2283
1699	2286
1700	2287
1701	2288
1702	2289
1703	2290
1704	2291
1705	2292
1706	2294
1707	2295
1708	2296
1709	2297
1710	2298
1711	2300
1712	2301
1713	2302
1714	2303
1715	2304
1716	2306
1717	2307
1718	2310
1719	2311
1720	2312
1721	2313
1722	2314
1723	2315
1724	2316
1725	2318
1726	2320
1727	2321
1728	2322
1729	2323
1730	2324
1731	2325
1732	2327
1733	2328
1734	2329
1735	2330
1736	2331
1737	2332
1738	2333
1739	2334
1740	2335
1741	2336
1742	2337
1743	2338
1744	2339
1745	2340
1746	2342
1747	2344
1748	2346
1749	2347
1750	2348
1751	2349
1752	2350
1753	2351
1754	2352
1755	2353
1756	2354
1757	2355
1758	2356
1759	2357
1760	2358
1761	2359
1762	2360
1763	2361
1764	2362
1765	2363
1766	2364
1767	2365
1768	2366
1769	2367
1770	2368
1771	2369
1772	2370
1773	2371
1774	2372
1775	2373
1776	2374
1777	2375
1778	2376
1779	2377
1780	2378
1781	2379
1782	2380
1783	2381
1784	2382
1785	2383
1786	2384
1787	2385
1788	2387
1789	2388
1790	2389
1791	2390
1792	2391
1793	2392
1794	2393
1795	2394
1796	2395
1797	2396
1798	2398
1799	2399
1800	2400
1801	2401
1802	2402
1803	2403
1804	2404
1805	2405
1806	2406
1807	2407
1808	2408
1809	2409
1810	2410
1811	2411
1812	2412
1813	2413
1814	2414
1815	2415
1816	2416
1817	2417
1818	2418
1819	2419
1820	2420
1821	2421
1822	2422
1823	2423
1824	2424
1825	2425
1826	2427
1827	2428
1828	2429
1829	2430
1830	2431
1831	2432
1832	2433
1833	2435
1834	2436
1835	2439
1836	2442
1837	2443
1838	2445
1839	2446
1840	2447
1841	2448
1842	2450
1843	2451
1844	2453
1845	2454
1846	2455
1847	2456
1848	2457
1849	2458
1850	2459
1851	2460
1852	2462
1853	2463
1854	2465
1855	2467
1856	2468
1857	2469
1858	2470
1859	2471
1860	2472
1861	2473
1862	2474
1863	2475
1864	2476
1865	2477
1866	2478
1867	2481
1868	2482
1869	2483
1870	2485
1871	2488
1872	2490
1873	2491
1874	2492
1875	2493
1876	2494
1877	2495
1878	2496
1879	2497
1880	2498
1881	2500
1882	2501
1883	2502
1884	2503
1885	2504
1886	2505
1887	2506
1888	2511
1889	2512
1890	2513
1891	2514
1892	2515
1893	2516
1894	2517
1895	2518
1896	2520
1897	2521
1898	2522
1899	2523
1900	2524
1901	2525
1902	2526
1903	2527
1904	2528
1905	2529
1906	2530
1907	2531
1908	2532
1909	2533
1910	2534
1911	2535
1912	2537
1913	2538
1914	2539
1915	2540
1916	2541
1917	2542
1918	2544
1919	2546
1920	2548
1921	2549
1922	2550
1923	2551
1924	2552
1925	2553
1926	2554
1927	2555
1928	2557
1929	2558
1930	2559
1931	2560
1932	2561
1933	2563
1934	2565
1935	2566
1936	2567
1937	2568
1938	2570
1939	2571
1940	2572
1941	2573
1942	2574
1943	2575
1944	2577
1945	2579
1946	2580
1947	2581
1948	2582
1949	2583
1950	2585
1951	2586
1952	2587
1953	2589
1954	2590
1955	2593
1956	2594
1957	2596
1958	2597
1959	2598
1960	2599
1961	2600
1962	2605
1963	2606
1964	2607
1965	2609
1966	2611
1967	2612
1968	2613
1969	2614
1970	2615
1971	2616
1972	2617
1973	2618
1974	2620
1975	2622
1976	2623
1977	2624
1978	2625
1979	2628
1980	2629
1981	2630
1982	2632
1983	2633
1984	2634
1985	2639
1986	2640
1987	2641
1988	2642
1989	2643
1990	2644
1991	2648
1992	2651
1993	2652
1994	2654
1995	2655
1996	2656
1997	2657
1998	2659
1999	2660
2000	2661
2001	2662
2002	2664
2003	2665
2004	2668
2005	2669
2006	2670
2007	2671
2008	2672
2009	2674
2010	2676
2011	2677
2012	2681
2013	2682
2014	2683
2015	2686
2016	2687
2017	2688
2018	2690
2019	2691
2020	2692
2021	2693
2022	2694
2023	2695
2024	2696
2025	2697
2026	2698
2027	2699
2028	2700
2029	2701
2030	2702
2031	2706
2032	2707
2033	2708
2034	2709
2035	2710
2036	2712
2037	2713
2038	2716
2039	2717
2040	2718
2041	2719
2042	2720
2043	2722
2044	2723
2045	2724
2046	2725
2047	2726
2048	2727
2049	2728
2050	2729
2051	2730
2052	2731
2053	2732
2054	2733
2055	2734
2056	2735
2057	2736
2058	2737
2059	2738
2060	2739
2061	2740
2062	2741
2063	2742
2064	2743
2065	2744
2066	2745
2067	2746
2068	2747
2069	2748
2070	2749
2071	2750
2072	2751
2073	2752
2074	2754
2075	2757
2076	2759
2077	2761
2078	2762
2079	2763
2080	2764
2081	2765
2082	2766
2083	2769
2084	2770
2085	2771
2086	2772
2087	2774
2088	2775
2089	2779
2090	2782
2091	2784
2092	2786
2093	2787
2094	2788
2095	2789
2096	2790
2097	2791
2098	2792
2099	2793
2100	2794
2101	2795
2102	2796
2103	2797
2104	2798
2105	2799
2106	2800
2107	2801
2108	2802
2109	2803
2110	2804
2111	2805
2112	2806
2113	2807
2114	2808
2115	2810
2116	2812
2117	2813
2118	2815
2119	2816
2120	2817
2121	2818
2122	2819
2123	2820
2124	2822
2125	2824
2126	2826
2127	2827
2128	2828
2129	2829
2130	2835
2131	2836
2132	2837
2133	2839
2134	2840
2135	2841
2136	2843
2137	2844
2138	2846
2139	2847
2140	2848
2141	2851
2142	2852
2143	2856
2144	2857
2145	2858
2146	2859
2147	2860
2148	2861
2149	2862
2150	2863
2151	2865
2152	2866
2153	2867
2154	2868
2155	2870
2156	2871
2157	2872
2158	2874
2159	2875
2160	2876
2161	2877
2162	2878
2163	2879
2164	2880
2165	2881
2166	2882
2167	2883
2168	2884
2169	2885
2170	2886
2171	2887
2172	2888
2173	2889
2174	2890
2175	2891
2176	2892
2177	2893
2178	2894
2179	2896
2180	2897
2181	2898
2182	2899
2183	2900
2184	2901
2185	2902
2186	2903
2187	2905
2188	2906
2189	2907
2190	2908
2191	2912
2192	2915
2193	2916
2194	2917
2195	2918
2196	2919
2197	2921
2198	2922
2199	2924
2200	2925
2201	2926
2202	2927
2203	2928
2204	2929
2205	2930
2206	2931
2207	2932
2208	2935
2209	2936
2210	2937
2211	2940
2212	2941
2213	2942
2214	2943
2215	2944
2216	2946
2217	2947
2218	2948
2219	2949
2220	2950
2221	2951
2222	2952
2223	2953
2224	2956
2225	2959
2226	2961
2227	2962
2228	2964
2229	2965
2230	2966
2231	2967
2232	2968
2233	2969
2234	2970
2235	2971
2236	2972
2237	2973
2238	2974
2239	2975
2240	2976
2241	2977
2242	2978
2243	2979
2244	2982
2245	2983
2246	2984
2247	2985
2248	2986
2249	2987
2250	2988
2251	2989
2252	2990
2253	2991
2254	2992
2255	2993
2256	2995
2257	2996
2258	2997
2259	3000
2260	3002
2261	3003
2262	3004
2263	3005
2264	3006
2265	3007
2266	3008
2267	3010
2268	3011
2269	3013
2270	3014
2271	3015
2272	3016
2273	3017
2274	3018
2275	3019
2276	3020
2277	3021
2278	3022
2279	3024
2280	3028
2281	3029
2282	3030
2283	3031
2284	3032
2285	3033
2286	3034
2287	3035
2288	3036
2289	3037
2290	3038
2291	3039
2292	3040
2293	3041
2294	3042
2295	3043
2296	3044
2297	3045
2298	3046
2299	3048
2300	3051
2301	3052
2302	3053
2303	3054
2304	3055
2305	3056
2306	3057
2307	3060
2308	3061
2309	3062
2310	3063
2311	3064
2312	3066
2313	3067
2314	3068
2315	3070
2316	3071
2317	3072
2318	3073
2319	3074
2320	3075
2321	3076
2322	3077
2323	3078
2324	3079
2325	3081
2326	3082
2327	3083
2328	3086
2329	3087
2330	3088
2331	3089
2332	3090
2333	3091
2334	3093
2335	3094
2336	3095
2337	3096
2338	3097
2339	3098
2340	3099
2341	3100
2342	3101
2343	3102
2344	3103
2345	3104
2346	3105
2347	3106
2348	3107
2349	3108
2350	3109
2351	3111
2352	3112
2353	3113
2354	3114
2355	3115
2356	3117
2357	3120
2358	3125
2359	3127
2360	3129
2361	3130
2362	3132
2363	3134
2364	3135
2365	3138
2366	3141
2367	3142
2368	3143
2369	3145
2370	3146
2371	3147
2372	3148
2373	3150
2374	3152
2375	3153
2376	3155
2377	3156
2378	3157
2379	3158
2380	3159
2381	3160
2382	3161
2383	3162
2384	3163
2385	3165
2386	3167
2387	3168
2388	3169
2389	3171
2390	3173
2391	3174
2392	3175
2393	3176
2394	3177
2395	3178
2396	3179
2397	3181
2398	3182
2399	3183
2400	3185
2401	3186
2402	3189
2403	3190
2404	3192
2405	3194
2406	3196
2407	3197
2408	3198
2409	3200
2410	3201
2411	3203
2412	3204
2413	3206
2414	3208
2415	3210
2416	3211
2417	3213
2418	3214
2419	3217
2420	3219
2421	3221
2422	3223
2423	3224
2424	3225
2425	3230
2426	3235
2427	3238
2428	3240
2429	3241
2430	3243
2431	3244
2432	3246
2433	3247
2434	3248
2435	3249
2436	3250
2437	3251
2438	3252
2439	3253
2440	3254
2441	3255
2442	3256
2443	3257
2444	3258
2445	3259
2446	3260
2447	3261
2448	3262
2449	3263
2450	3264
2451	3265
2452	3266
2453	3267
2454	3268
2455	3269
2456	3270
2457	3271
2458	3272
2459	3273
2460	3274
2461	3275
2462	3276
2463	3280
2464	3281
2465	3283
2466	3284
2467	3285
2468	3286
2469	3287
2470	3289
2471	3294
2472	3295
2473	3296
2474	3298
2475	3299
2476	3300
2477	3301
2478	3302
2479	3303
2480	3306
2481	3307
2482	3308
2483	3310
2484	3313
2485	3315
2486	3316
2487	3317
2488	3323
2489	3324
2490	3325
2491	3326
2492	3327
2493	3328
2494	3329
2495	3330
2496	3331
2497	3334
2498	3341
2499	3342
2500	3344
2501	3345
2502	3347
2503	3350
2504	3353
2505	3354
2506	3355
2507	3357
2508	3358
2509	3359
2510	3360
2511	3361
2512	3362
2513	3363
2514	3364
2515	3365
2516	3368
2517	3370
2518	3372
2519	3374
2520	3378
2521	3379
2522	3384
2523	3385
2524	3386
2525	3387
2526	3388
2527	3389
2528	3390
2529	3391
2530	3392
2531	3393
2532	3394
2533	3395
2534	3396
2535	3397
2536	3398
2537	3400
2538	3401
2539	3402
2540	3403
2541	3404
2542	3405
2543	3406
2544	3408
2545	3409
2546	3410
2547	3412
2548	3414
2549	3415
2550	3417
2551	3418
2552	3420
2553	3421
2554	3422
2555	3423
2556	3424
2557	3425
2558	3426
2559	3428
2560	3429
2561	3430
2562	3431
2563	3432
2564	3433
2565	3434
2566	3435
2567	3436
2568	3438
2569	3439
2570	3440
2571	3441
2572	3442
2573	3444
2574	3445
2575	3446
2576	3447
2577	3448
2578	3449
2579	3450
2580	3451
2581	3452
2582	3453
2583	3454
2584	3455
2585	3459
2586	3461
2587	3462
2588	3466
2589	3467
2590	3468
2591	3469
2592	3470
2593	3471
2594	3473
2595	3474
2596	3475
2597	3476
2598	3477
2599	3478
2600	3479
2601	3480
2602	3481
2603	3483
2604	3484
2605	3489
2606	3492
2607	3494
2608	3496
2609	3497
2610	3498
2611	3499
2612	3500
2613	3501
2614	3502
2615	3503
2616	3504
2617	3505
2618	3506
2619	3507
2620	3508
2621	3510
2622	3511
2623	3512
2624	3513
